case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_002850,UNSEEN_CUST_01722,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6888980661032755,31655.52747958897,5.0,31650.52747958897
CASE_002851,UNSEEN_CUST_01722,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.748228964032519,8679.732827493914,5.0,8674.732827493914
CASE_002852,UNSEEN_CUST_01722,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7066835338850902,24579.810140908496,5.0,24574.810140908496
CASE_002853,UNSEEN_CUST_01723,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7969011885936303,9342.718123845889,25.0,9317.718123845889
CASE_002854,UNSEEN_CUST_01723,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8995306267355522,31584.47228614525,5.0,31579.47228614525
CASE_002855,UNSEEN_CUST_01724,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6368813779358136,3180.878566845304,5.0,3175.878566845304
CASE_002856,UNSEEN_CUST_01724,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8017273780571319,9975.44479783318,5.0,9970.44479783318
CASE_002857,UNSEEN_CUST_01724,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5754812650392652,18666.62107269673,5.0,18661.62107269673
CASE_002858,UNSEEN_CUST_01726,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5647516370886545,26345.18383129421,5.0,26340.18383129421
CASE_002859,UNSEEN_CUST_01726,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.785224508826344,16272.042599261473,5.0,16267.042599261473
CASE_002860,UNSEEN_CUST_01727,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8063795201739259,6117.703059137111,5.0,6112.703059137111
CASE_002861,UNSEEN_CUST_01727,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.0919399227596484,2167.3926585351805,25.0,2142.3926585351805
CASE_002862,UNSEEN_CUST_01727,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7080362223605783,13975.473849993145,5.0,13970.473849993145
CASE_002863,UNSEEN_CUST_01727,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.993068086453594,8814.889423958411,2.0,8812.889423958411
CASE_002864,UNSEEN_CUST_01727,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.0919399227596484,1420.462612644293,25.0,1395.462612644293
CASE_002865,UNSEEN_CUST_01728,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8310220866433314,72780.7065927013,5.0,72775.7065927013
CASE_002866,UNSEEN_CUST_01730,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8383364039452376,28846.45984054035,5.0,28841.45984054035
CASE_002867,UNSEEN_CUST_01732,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7505993842006271,755.4107262533531,5.0,750.4107262533531
CASE_002868,UNSEEN_CUST_01732,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8424327091165393,17307.653643892932,5.0,17302.653643892932
CASE_002869,UNSEEN_CUST_01734,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8152092246427909,36218.35184310506,5.0,36213.35184310506
CASE_002870,UNSEEN_CUST_01735,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8738999997280374,37133.251926443925,5.0,37128.251926443925
CASE_002871,UNSEEN_CUST_01736,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7827860021278233,32199.58908312716,5.0,32194.58908312716
CASE_002872,UNSEEN_CUST_01738,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7405692119792949,7693.499532644462,5.0,7688.499532644462
CASE_002873,UNSEEN_CUST_01738,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7405692119792949,9287.796932193489,5.0,9282.796932193489
CASE_002874,UNSEEN_CUST_01738,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.750394691057485,22480.96949413445,5.0,22475.96949413445
CASE_002875,UNSEEN_CUST_01738,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.6427167954038604,17423.82094535231,25.0,17398.82094535231
CASE_002876,UNSEEN_CUST_01739,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8728172263601374,36658.92575101196,5.0,36653.92575101196
CASE_002877,UNSEEN_CUST_01739,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9976444114787368,7322.869603359764,2.0,7320.869603359764
CASE_002878,UNSEEN_CUST_01740,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7462288624244402,25002.039845676903,5.0,24997.039845676903
CASE_002879,UNSEEN_CUST_01740,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.741511674036932,12308.396768039476,5.0,12303.396768039476
CASE_002880,UNSEEN_CUST_01741,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6949483507235399,7151.053276362761,5.0,7146.053276362761
CASE_002881,UNSEEN_CUST_01741,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7678088214171093,29261.892890233525,5.0,29256.892890233525
CASE_002882,UNSEEN_CUST_01742,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.938011515391907,19153.2477526722,2.0,19151.2477526722
CASE_002883,UNSEEN_CUST_01742,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.938011515391907,16688.275431719263,2.0,16686.275431719263
CASE_002884,UNSEEN_CUST_01742,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7940520691487667,1057.10563861637,5.0,1052.10563861637
CASE_002885,UNSEEN_CUST_01743,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998638745078612,14891.501238863244,2.0,14889.501238863244
CASE_002886,UNSEEN_CUST_01744,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9873525038028748,29451.76745651107,2.0,29449.76745651107
CASE_002887,UNSEEN_CUST_01744,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8464052567144879,2507.331684123029,5.0,2502.331684123029
CASE_002888,UNSEEN_CUST_01744,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8999943611745692,21771.40359342953,5.0,21766.40359342953
